payment_id,order_id,payment_method,payment_amount,payment_status
PAY004463,O004463,Apple Pay,134.1,Paid
PAY004464,O004464,Card,39.04,Paid
PAY004465,O004465,Card,253.59,Paid
PAY004466,O004466,Apple Pay,175.39,Paid
PAY004467,O004467,Google Pay,498.68,Paid
PAY004468,O004468,Card,823.59,Paid
PAY004469,O004469,Google Pay,226.58,Paid
PAY004470,O004470,Apple Pay,192.02,Paid
PAY004471,O004471,PayPal,337.3,Paid
PAY004472,O004472,PayPal,677.22,Paid
PAY004473,O004473,Apple Pay,107.95,Paid
PAY004474,O004474,Card,73.13,Paid
PAY004475,O004475,PayPal,198.38,Paid
PAY004476,O004476,Card,173.39,Paid
PAY004477,O004477,Card,120.92,Paid
PAY004478,O004478,Card,203.26,Paid
PAY004479,O004479,PayPal,875.55,Paid
PAY004480,O004480,Card,602.01,Paid
PAY004481,O004481,Google Pay,585.45,Paid
PAY004482,O004482,Google Pay,1841.66,Paid
PAY004483,O004483,Card,612.08,Paid
PAY004484,O004484,Card,485.06,Paid
PAY004485,O004485,Card,64.91,Paid
PAY004486,O004486,Card,424.89,Paid
PAY004487,O004487,Card,137.46,Paid
PAY004488,O004488,Card,889.2,Paid
PAY004489,O004489,Card,2300.78,Paid
PAY004490,O004490,Card,199.43,Paid
PAY004491,O004491,Card,645.82,Paid
PAY004492,O004492,Apple Pay,597.76,Paid
PAY004493,O004493,Card,167.63,Paid
PAY004494,O004494,Card,1063.44,Paid
PAY004495,O004495,Apple Pay,924.64,Paid
PAY004496,O004496,Apple Pay,27.44,Paid
PAY004497,O004497,Card,206.62,Paid
PAY004498,O004498,Card,78.91,Paid
PAY004499,O004499,PayPal,370.47,Paid
PAY004500,O004500,PayPal,321.21,Paid
PAY004501,O004501,Card,1634.92,Paid
PAY004502,O004502,Card,483.8,Paid
PAY004503,O004503,Apple Pay,107.95,Failed
PAY004504,O004504,Card,990.12,Paid
PAY004505,O004505,Apple Pay,44.72,Paid
PAY004506,O004506,Apple Pay,1341.08,Paid
PAY004507,O004507,Card,454.2,Paid
PAY004508,O004508,Card,1834.71,Paid
PAY004509,O004509,PayPal,188.93,Paid
PAY004510,O004510,PayPal,163.24,Paid
PAY004511,O004511,Card,71.79,Paid
PAY004512,O004512,Card,785.4,Paid
PAY004513,O004513,Card,586.48,Paid
PAY004514,O004514,Apple Pay,1297.27,Paid
PAY004515,O004515,PayPal,139.43,Paid
PAY004516,O004516,PayPal,1024.36,Paid
PAY004517,O004517,Apple Pay,1027.59,Paid
PAY004518,O004518,Apple Pay,2792.32,Paid
PAY004519,O004519,PayPal,2745.02,Paid
PAY004520,O004520,Card,2928.09,Paid
PAY004521,O004521,Card,937.74,Failed
PAY004522,O004522,Card,34.19,Paid
PAY004523,O004523,Google Pay,334.78,Paid
PAY004524,O004524,PayPal,125.8,Paid
PAY004525,O004525,Card,1079.03,Paid
PAY004526,O004526,Card,2554.7,Paid
PAY004527,O004527,Apple Pay,1355.59,Paid
PAY004528,O004528,PayPal,228.8,Paid
PAY004529,O004529,PayPal,789.96,Paid
PAY004530,O004530,PayPal,369.12,Paid
PAY004531,O004531,PayPal,1072.95,Paid
PAY004532,O004532,Card,143.54,Paid
PAY004533,O004533,Card,1183.21,Paid
PAY004534,O004534,Google Pay,993.54,Paid
PAY004535,O004535,Card,1360.1,Paid
PAY004536,O004536,Card,1026.6,Paid
PAY004537,O004537,Card,2070.29,Paid
PAY004538,O004538,Card,1796.42,Paid
PAY004539,O004539,Apple Pay,61.54,Paid
PAY004540,O004540,Apple Pay,552.9,Paid
PAY004541,O004541,Apple Pay,552.23,Paid
PAY004542,O004542,Card,991.82,Paid
PAY004543,O004543,Card,620.59,Paid
PAY004544,O004544,PayPal,499.73,Failed
PAY004545,O004545,Google Pay,1023.59,Paid
PAY004546,O004546,Card,389.59,Paid
PAY004547,O004547,Card,114.4,Paid
PAY004548,O004548,Card,497.23,Failed
PAY004549,O004549,PayPal,1411.5,Paid
PAY004550,O004550,PayPal,353.01,Paid
PAY004551,O004551,Card,327.3,Failed
PAY004552,O004552,PayPal,862.95,Paid
PAY004553,O004553,Card,34.72,Paid
PAY004554,O004554,PayPal,154.4,Paid
PAY004555,O004555,Apple Pay,635.77,Paid
PAY004556,O004556,Card,72.53,Paid
PAY004557,O004557,Google Pay,600.76,Paid
PAY004558,O004558,Card,26.22,Paid
PAY004559,O004559,Apple Pay,124.14,Paid
PAY004560,O004560,Apple Pay,864.68,Paid
PAY004561,O004561,Card,854.97,Refunded
PAY004562,O004562,Card,436.84,Paid
PAY004563,O004563,Card,548.73,Paid
PAY004564,O004564,Card,207.8,Paid
PAY004565,O004565,PayPal,613.17,Paid
PAY004566,O004566,Apple Pay,300.77,Failed
PAY004567,O004567,Card,709.28,Paid
PAY004568,O004568,Card,236.32,Paid
PAY004569,O004569,PayPal,208.26,Paid
PAY004570,O004570,Card,188.98,Paid
PAY004571,O004571,Card,786.11,Paid
PAY004572,O004572,Card,301.56,Failed
PAY004573,O004573,Google Pay,605.19,Paid
PAY004574,O004574,Google Pay,1092.33,Paid
PAY004575,O004575,Google Pay,294.25,Failed
PAY004576,O004576,PayPal,1550.46,Paid
PAY004577,O004577,Card,94.88,Paid
PAY004578,O004578,Card,2263.12,Paid
PAY004579,O004579,Card,1877.53,Paid
PAY004580,O004580,Google Pay,308.37,Paid
PAY004581,O004581,Apple Pay,215.86,Paid
PAY004582,O004582,Card,311.03,Failed
PAY004583,O004583,Card,2248.71,Paid
PAY004584,O004584,Apple Pay,1273.73,Paid
PAY004585,O004585,Card,270.66,Paid
PAY004586,O004586,Google Pay,392.16,Paid
PAY004587,O004587,Card,506.18,Paid
PAY004588,O004588,Card,6.16,Paid
PAY004589,O004589,PayPal,521.51,Paid
PAY004590,O004590,Card,956.81,Paid
PAY004591,O004591,PayPal,301.39,Paid
PAY004592,O004592,Card,2267.07,Paid
PAY004593,O004593,Card,1056.16,Paid
PAY004594,O004594,PayPal,853.83,Paid
PAY004595,O004595,Apple Pay,524.46,Paid
PAY004596,O004596,Google Pay,550.19,Paid
PAY004597,O004597,Apple Pay,1150.16,Paid
PAY004598,O004598,Card,590.8,Paid
PAY004599,O004599,Card,672.61,Paid
PAY004600,O004600,Apple Pay,190.4,Paid
PAY004601,O004601,Card,426.48,Failed
PAY004602,O004602,PayPal,2454.66,Paid
PAY004603,O004603,Apple Pay,996.1,Paid
PAY004604,O004604,Google Pay,1012.79,Paid
PAY004605,O004605,Apple Pay,1796.92,Paid
PAY004606,O004606,PayPal,99.78,Paid
PAY004607,O004607,Apple Pay,91.65,Paid
PAY004608,O004608,Apple Pay,737.52,Paid
PAY004609,O004609,PayPal,48.91,Paid
PAY004610,O004610,Apple Pay,1199.83,Paid
PAY004611,O004611,Card,152.28,Failed
PAY004612,O004612,Card,341.25,Paid
PAY004613,O004613,Card,1079.53,Paid
PAY004614,O004614,Apple Pay,1050.52,Paid
PAY004615,O004615,Apple Pay,313.43,Paid
PAY004616,O004616,Card,12.32,Paid
PAY004617,O004617,Apple Pay,405.26,Paid
PAY004618,O004618,Card,599.82,Paid
PAY004619,O004619,Apple Pay,1042.68,Paid
PAY004620,O004620,Apple Pay,149.73,Paid
PAY004621,O004621,PayPal,115.22,Paid
PAY004622,O004622,Card,2103.32,Paid
PAY004623,O004623,Google Pay,200.49,Paid
PAY004624,O004624,PayPal,760.07,Paid
PAY004625,O004625,Apple Pay,1609.52,Failed
PAY004626,O004626,Card,98.75,Paid
PAY004627,O004627,Apple Pay,589.13,Refunded
PAY004628,O004628,Card,619.35,Paid
PAY004629,O004629,PayPal,2311.53,Paid
PAY004630,O004630,Card,228.94,Paid
PAY004631,O004631,Apple Pay,126.96,Paid
PAY004632,O004632,Google Pay,1194.41,Failed
PAY004633,O004633,Card,73.04,Paid
PAY004634,O004634,Apple Pay,979.62,Paid
PAY004635,O004635,Card,1316.76,Paid
PAY004636,O004636,PayPal,577.56,Paid
PAY004637,O004637,Card,765.23,Paid
PAY004638,O004638,PayPal,123.9,Paid
PAY004639,O004639,Apple Pay,687.62,Paid
PAY004640,O004640,Card,1304.74,Paid
PAY004641,O004641,Card,332.3,Paid
PAY004642,O004642,Card,297.32,Paid
PAY004643,O004643,Card,494.32,Paid
PAY004644,O004644,Apple Pay,63.14,Paid
PAY004645,O004645,Card,664.07,Paid
PAY004646,O004646,Card,1101.7,Paid
PAY004647,O004647,Google Pay,980.36,Paid
PAY004648,O004648,Card,418.42,Paid
PAY004649,O004649,Apple Pay,46.75,Paid
PAY004650,O004650,Card,81.61,Failed
PAY004651,O004651,Card,1523.9,Paid
PAY004652,O004652,Google Pay,219.41,Paid
PAY004653,O004653,Card,429.71,Paid
PAY004654,O004654,Google Pay,1058.16,Paid
PAY004655,O004655,Apple Pay,1166.03,Paid
PAY004656,O004656,Card,420.6,Paid
PAY004657,O004657,Card,481.27,Failed
PAY004658,O004658,Card,901.67,Paid
PAY004659,O004659,Apple Pay,992.01,Paid
PAY004660,O004660,Card,751.04,Paid
PAY004661,O004661,Card,1725.77,Paid
PAY004662,O004662,Card,1626.08,Paid
PAY004663,O004663,Card,1742.54,Paid
PAY004664,O004664,PayPal,1175.16,Paid
PAY004665,O004665,Apple Pay,768.54,Paid
PAY004666,O004666,Google Pay,151.4,Paid
PAY004667,O004667,Card,615.38,Paid
PAY004668,O004668,Card,1446.33,Paid
PAY004669,O004669,PayPal,1364.31,Paid
PAY004670,O004670,Google Pay,592.23,Paid
PAY004671,O004671,Card,577.0,Paid
PAY004672,O004672,Card,562.16,Paid
PAY004673,O004673,Card,3330.66,Paid
PAY004674,O004674,Card,93.76,Paid
PAY004675,O004675,Card,66.54,Paid
PAY004676,O004676,Apple Pay,621.37,Paid
PAY004677,O004677,Card,130.14,Paid
PAY004678,O004678,Card,43.96,Paid
PAY004679,O004679,PayPal,1082.25,Paid
PAY004680,O004680,PayPal,332.3,Paid
PAY004681,O004681,Card,822.68,Paid
PAY004682,O004682,Google Pay,748.36,Paid
PAY004683,O004683,PayPal,600.28,Paid
PAY004684,O004684,Google Pay,755.87,Failed
PAY004685,O004685,Card,214.69,Paid
PAY004686,O004686,Card,169.43,Failed
PAY004687,O004687,Apple Pay,169.43,Paid
PAY004688,O004688,PayPal,448.8,Paid
PAY004689,O004689,PayPal,221.36,Paid
PAY004690,O004690,Google Pay,680.58,Paid
PAY004691,O004691,Card,285.33,Paid
PAY004692,O004692,Card,406.0,Paid
PAY004693,O004693,Card,434.5,Refunded
PAY004694,O004694,Card,356.7,Paid
PAY004695,O004695,Card,986.68,Paid
PAY004696,O004696,PayPal,270.03,Paid
PAY004697,O004697,Card,304.88,Failed
PAY004698,O004698,Apple Pay,148.43,Paid
PAY004699,O004699,Card,1183.46,Paid
PAY004700,O004700,PayPal,362.66,Paid
PAY004701,O004701,Card,1673.53,Paid
PAY004702,O004702,PayPal,1141.08,Failed
PAY004703,O004703,Apple Pay,374.95,Paid
PAY004704,O004704,Google Pay,1315.9,Paid
PAY004705,O004705,Card,460.18,Paid
PAY004706,O004706,PayPal,22.36,Paid
PAY004707,O004707,Card,963.83,Paid
PAY004708,O004708,Card,363.68,Paid
PAY004709,O004709,PayPal,293.63,Paid
PAY004710,O004710,Google Pay,1424.5,Paid
PAY004711,O004711,Apple Pay,262.99,Paid
PAY004712,O004712,Card,689.76,Paid
PAY004713,O004713,Card,262.38,Paid
PAY004714,O004714,Card,63.16,Paid
PAY004715,O004715,Card,397.42,Paid
PAY004716,O004716,Card,664.6,Paid
PAY004717,O004717,Card,914.7,Paid
PAY004718,O004718,Apple Pay,168.14,Paid
PAY004719,O004719,Card,664.99,Paid
PAY004720,O004720,Card,1326.71,Paid
PAY004721,O004721,Card,91.78,Paid
PAY004722,O004722,Google Pay,339.53,Paid
PAY004723,O004723,Apple Pay,491.09,Failed
PAY004724,O004724,Apple Pay,1266.28,Paid
PAY004725,O004725,Card,1028.95,Paid
PAY004726,O004726,Card,1847.02,Paid
PAY004727,O004727,Card,1733.5,Paid
PAY004728,O004728,Card,389.4,Paid
PAY004729,O004729,Apple Pay,97.36,Paid
PAY004730,O004730,Card,48.41,Paid
PAY004731,O004731,Apple Pay,702.17,Paid
PAY004732,O004732,Card,224.26,Paid
PAY004733,O004733,Card,166.74,Paid
PAY004734,O004734,Card,952.32,Paid
PAY004735,O004735,PayPal,2210.85,Paid
PAY004736,O004736,Card,612.52,Failed
PAY004737,O004737,Card,877.74,Paid
PAY004738,O004738,Card,1961.86,Paid
PAY004739,O004739,Card,920.98,Paid
PAY004740,O004740,Card,45.97,Paid
PAY004741,O004741,Card,869.1,Paid
PAY004742,O004742,Card,168.73,Paid
PAY004743,O004743,PayPal,2742.47,Paid
PAY004744,O004744,Card,222.36,Paid
PAY004745,O004745,Card,651.15,Paid
PAY004746,O004746,Card,1110.28,Paid
PAY004747,O004747,PayPal,690.38,Paid
PAY004748,O004748,Google Pay,271.97,Paid
PAY004749,O004749,Card,949.24,Paid
PAY004750,O004750,PayPal,33.83,Paid
PAY004751,O004751,PayPal,1396.9,Refunded
PAY004752,O004752,Google Pay,56.54,Paid
PAY004753,O004753,Card,546.89,Paid
PAY004754,O004754,Apple Pay,111.85,Paid
PAY004755,O004755,PayPal,934.35,Paid
PAY004756,O004756,Card,256.22,Paid
PAY004757,O004757,Card,73.13,Paid
PAY004758,O004758,Card,1281.66,Paid
PAY004759,O004759,Card,315.55,Paid
PAY004760,O004760,PayPal,314.46,Paid
PAY004761,O004761,Card,768.64,Paid
PAY004762,O004762,Card,221.5,Paid
PAY004763,O004763,PayPal,262.8,Paid
PAY004764,O004764,Card,71.79,Paid
PAY004765,O004765,Apple Pay,379.22,Paid
PAY004766,O004766,Apple Pay,589.37,Paid
PAY004767,O004767,Card,728.58,Paid
PAY004768,O004768,Apple Pay,54.8,Paid
PAY004769,O004769,PayPal,394.67,Failed
PAY004770,O004770,Google Pay,262.03,Paid
PAY004771,O004771,Card,1035.86,Paid
PAY004772,O004772,PayPal,262.92,Paid
PAY004773,O004773,PayPal,61.54,Paid
PAY004774,O004774,PayPal,1099.1,Paid
PAY004775,O004775,Card,293.63,Paid
PAY004776,O004776,Card,811.84,Paid
PAY004777,O004777,Card,221.32,Paid
PAY004778,O004778,PayPal,680.59,Paid
PAY004779,O004779,PayPal,184.98,Paid
PAY004780,O004780,PayPal,327.3,Failed
PAY004781,O004781,PayPal,437.71,Paid
PAY004782,O004782,PayPal,275.19,Paid
PAY004783,O004783,Card,441.19,Paid
PAY004784,O004784,Google Pay,799.16,Paid
PAY004785,O004785,Card,850.09,Paid
PAY004786,O004786,Card,1108.32,Paid
PAY004787,O004787,Card,730.48,Paid
PAY004788,O004788,Card,82.53,Failed
PAY004789,O004789,Card,2705.21,Paid
PAY004790,O004790,Card,1.22,Paid
PAY004791,O004791,Card,466.5,Paid
PAY004792,O004792,Google Pay,46.36,Paid
PAY004793,O004793,Card,1087.46,Paid
PAY004794,O004794,Card,83.84,Failed
PAY004795,O004795,Card,271.81,Paid
PAY004796,O004796,Card,497.3,Paid
PAY004797,O004797,Card,396.52,Paid
PAY004798,O004798,PayPal,12.15,Paid
PAY004799,O004799,Apple Pay,610.39,Paid
PAY004800,O004800,Apple Pay,66.33,Paid
PAY004801,O004801,Card,301.4,Paid
PAY004802,O004802,Card,1175.82,Paid
PAY004803,O004803,Card,1250.02,Failed
PAY004804,O004804,PayPal,312.79,Failed
PAY004805,O004805,Card,214.16,Paid
PAY004806,O004806,Apple Pay,529.35,Paid
PAY004807,O004807,Card,221.63,Paid
PAY004808,O004808,PayPal,2177.37,Paid
PAY004809,O004809,PayPal,1097.5,Paid
PAY004810,O004810,Card,210.8,Paid
PAY004811,O004811,PayPal,36.74,Paid
PAY004812,O004812,PayPal,572.91,Paid
PAY004813,O004813,Card,351.7,Paid
PAY004814,O004814,Apple Pay,169.82,Paid
PAY004815,O004815,Card,385.55,Paid
PAY004816,O004816,Card,261.87,Paid
PAY004817,O004817,Card,1555.88,Paid
PAY004818,O004818,Card,500.69,Paid
PAY004819,O004819,Google Pay,211.08,Paid
PAY004820,O004820,Card,442.26,Paid
PAY004821,O004821,Card,248.46,Failed
PAY004822,O004822,Google Pay,312.15,Paid
PAY004823,O004823,Card,676.25,Paid
PAY004824,O004824,Apple Pay,212.59,Paid
PAY004825,O004825,Google Pay,617.9,Paid
PAY004826,O004826,Card,1163.38,Paid
PAY004827,O004827,Apple Pay,2097.07,Paid
PAY004828,O004828,Card,527.99,Failed
PAY004829,O004829,PayPal,923.77,Paid
PAY004830,O004830,Card,624.62,Paid
PAY004831,O004831,Apple Pay,63.62,Paid
PAY004832,O004832,Card,715.71,Paid
PAY004833,O004833,Card,173.07,Failed
PAY004834,O004834,PayPal,17.36,Paid
PAY004835,O004835,Google Pay,211.32,Paid
PAY004836,O004836,Card,233.46,Paid
PAY004837,O004837,PayPal,467.48,Paid
PAY004838,O004838,Apple Pay,232.4,Paid
PAY004839,O004839,Card,439.77,Failed
PAY004840,O004840,Card,1290.26,Paid
PAY004841,O004841,Card,393.72,Paid
PAY004842,O004842,Card,1635.02,Paid
PAY004843,O004843,Google Pay,1360.93,Refunded
PAY004844,O004844,Card,461.91,Paid
PAY004845,O004845,PayPal,78.62,Paid
PAY004846,O004846,Apple Pay,602.76,Paid
PAY004847,O004847,Card,810.55,Paid
PAY004848,O004848,Apple Pay,309.2,Paid
PAY004849,O004849,Card,1692.52,Refunded
PAY004850,O004850,Card,858.11,Paid
PAY004851,O004851,Card,81.61,Paid
PAY004852,O004852,PayPal,357.71,Paid
PAY004853,O004853,Card,234.45,Paid
PAY004854,O004854,Card,341.7,Paid
PAY004855,O004855,PayPal,191.96,Paid
PAY004856,O004856,Apple Pay,679.91,Paid
PAY004857,O004857,Google Pay,78.87,Paid
PAY004858,O004858,Card,227.83,Failed
PAY004859,O004859,Card,1043.27,Paid
PAY004860,O004860,Card,1198.52,Failed
PAY004861,O004861,Apple Pay,752.03,Paid
PAY004862,O004862,PayPal,1244.23,Paid
PAY004863,O004863,PayPal,523.92,Paid
PAY004864,O004864,Google Pay,831.13,Paid
PAY004865,O004865,Apple Pay,1087.29,Paid
PAY004866,O004866,PayPal,254.93,Paid
PAY004867,O004867,Card,479.97,Paid
PAY004868,O004868,PayPal,1437.49,Paid
PAY004869,O004869,Google Pay,376.48,Failed
PAY004870,O004870,Google Pay,2036.5,Paid
PAY004871,O004871,Card,174.82,Paid
PAY004872,O004872,Card,664.05,Paid
PAY004873,O004873,Google Pay,365.19,Paid
PAY004874,O004874,PayPal,1071.66,Failed
PAY004875,O004875,PayPal,983.58,Paid
PAY004876,O004876,Card,424.2,Paid
PAY004877,O004877,Google Pay,1531.53,Paid
PAY004878,O004878,Card,93.87,Paid
PAY004879,O004879,Card,426.84,Paid
PAY004880,O004880,PayPal,44.49,Paid
PAY004881,O004881,Card,1277.28,Paid
PAY004882,O004882,PayPal,439.6,Failed
PAY004883,O004883,Apple Pay,788.33,Paid
PAY004884,O004884,Card,395.76,Paid
PAY004885,O004885,Card,580.71,Paid
PAY004886,O004886,Card,245.84,Paid
PAY004887,O004887,PayPal,216.63,Paid
PAY004888,O004888,PayPal,294.62,Paid
PAY004889,O004889,Apple Pay,444.84,Paid
PAY004890,O004890,PayPal,394.59,Paid
PAY004891,O004891,Google Pay,399.8,Paid
PAY004892,O004892,Google Pay,1038.18,Paid
PAY004893,O004893,PayPal,1637.94,Paid
PAY004894,O004894,PayPal,338.31,Paid
PAY004895,O004895,Card,115.56,Paid
PAY004896,O004896,PayPal,456.91,Paid
PAY004897,O004897,Card,104.08,Paid
PAY004898,O004898,Card,851.91,Paid
PAY004899,O004899,PayPal,239.6,Paid
PAY004900,O004900,Apple Pay,508.1,Paid
PAY004901,O004901,PayPal,3410.13,Paid
PAY004902,O004902,Card,196.39,Paid
PAY004903,O004903,Card,667.36,Paid
PAY004904,O004904,Card,558.45,Paid
PAY004905,O004905,PayPal,616.03,Paid
PAY004906,O004906,Apple Pay,21.72,Paid
PAY004907,O004907,Card,990.28,Paid
PAY004908,O004908,Google Pay,564.03,Paid
PAY004909,O004909,Card,157.18,Paid
PAY004910,O004910,PayPal,1227.72,Paid
PAY004911,O004911,PayPal,1386.62,Failed
PAY004912,O004912,PayPal,317.49,Paid
PAY004913,O004913,Apple Pay,693.6,Paid
PAY004914,O004914,Card,116.08,Paid
PAY004915,O004915,Card,2089.63,Paid
PAY004916,O004916,Card,78.91,Paid
PAY004917,O004917,PayPal,1337.03,Paid
PAY004918,O004918,Google Pay,1296.23,Refunded
PAY004919,O004919,Card,751.04,Paid
PAY004920,O004920,PayPal,1181.42,Paid
PAY004921,O004921,Apple Pay,280.22,Paid
PAY004922,O004922,Card,155.1,Paid
PAY004923,O004923,Card,996.06,Paid
PAY004924,O004924,Card,420.67,Paid
PAY004925,O004925,Card,97.4,Paid
PAY004926,O004926,Apple Pay,1045.7,Paid
PAY004927,O004927,Google Pay,768.26,Paid
PAY004928,O004928,Card,746.91,Paid
PAY004929,O004929,Apple Pay,908.82,Failed
PAY004930,O004930,Card,296.28,Refunded
PAY004931,O004931,Card,572.86,Paid
PAY004932,O004932,Apple Pay,82.45,Paid
PAY004933,O004933,Google Pay,1349.13,Paid
PAY004934,O004934,Apple Pay,612.56,Paid
PAY004935,O004935,Card,1220.31,Paid
PAY004936,O004936,Apple Pay,443.07,Paid
PAY004937,O004937,Apple Pay,501.73,Paid
PAY004938,O004938,Card,1580.02,Paid
PAY004939,O004939,Apple Pay,150.89,Paid
PAY004940,O004940,Google Pay,980.97,Paid
PAY004941,O004941,Card,516.13,Refunded
PAY004942,O004942,Card,300.33,Paid
PAY004943,O004943,Card,270.03,Paid
PAY004944,O004944,Apple Pay,159.43,Paid
PAY004945,O004945,Card,25.86,Paid
PAY004946,O004946,Card,42.04,Paid
PAY004947,O004947,Google Pay,420.57,Paid
PAY004948,O004948,PayPal,2818.79,Paid
PAY004949,O004949,PayPal,365.44,Paid
PAY004950,O004950,Google Pay,874.09,Paid
PAY004951,O004951,Card,35.0,Paid
PAY004952,O004952,Card,275.04,Paid
PAY004953,O004953,Apple Pay,278.63,Paid
PAY004954,O004954,PayPal,962.18,Paid
PAY004955,O004955,Card,399.43,Failed
PAY004956,O004956,Card,742.92,Failed
PAY004957,O004957,Card,145.19,Paid
PAY004958,O004958,PayPal,168.25,Paid
PAY004959,O004959,Card,46.83,Paid
PAY004960,O004960,Google Pay,1002.12,Failed
PAY004961,O004961,Card,824.81,Paid
PAY004962,O004962,PayPal,1048.71,Paid
PAY004963,O004963,Card,631.32,Paid
PAY004964,O004964,Google Pay,299.94,Paid
PAY004965,O004965,Card,352.14,Paid
PAY004966,O004966,Google Pay,218.7,Paid
PAY004967,O004967,Apple Pay,1139.77,Failed
PAY004968,O004968,Card,1088.06,Paid
PAY004969,O004969,Card,714.3,Paid
PAY004970,O004970,Google Pay,250.33,Paid
PAY004971,O004971,Card,104.08,Paid
PAY004972,O004972,Card,463.36,Paid
PAY004973,O004973,PayPal,275.8,Paid
PAY004974,O004974,Apple Pay,1243.13,Failed
PAY004975,O004975,Card,1068.45,Paid
PAY004976,O004976,Card,722.02,Paid
PAY004977,O004977,Card,1414.37,Paid
PAY004978,O004978,Card,956.99,Paid
PAY004979,O004979,Card,1391.08,Paid
PAY004980,O004980,Card,207.7,Paid
PAY004981,O004981,Card,952.18,Paid
PAY004982,O004982,Card,495.81,Paid
PAY004983,O004983,Apple Pay,99.88,Paid
PAY004984,O004984,Card,31.06,Paid
PAY004985,O004985,Apple Pay,735.02,Paid
PAY004986,O004986,Card,233.69,Paid
PAY004987,O004987,PayPal,756.78,Paid
PAY004988,O004988,Google Pay,74.04,Paid
PAY004989,O004989,Apple Pay,119.16,Paid
PAY004990,O004990,Google Pay,1001.47,Paid
PAY004991,O004991,Card,507.38,Paid
PAY004992,O004992,Card,284.86,Paid
PAY004993,O004993,Apple Pay,311.54,Paid
PAY004994,O004994,Card,72.78,Paid
PAY004995,O004995,PayPal,810.58,Paid
PAY004996,O004996,Card,578.57,Paid
PAY004997,O004997,Card,141.48,Paid
PAY004998,O004998,PayPal,521.35,Paid
PAY004999,O004999,Card,1300.86,Paid
PAY005000,O005000,Card,1431.92,Paid
PAY005001,O005001,Card,590.16,Failed
PAY005002,O005002,Card,174.33,Paid
PAY005003,O005003,Apple Pay,463.8,Paid
PAY005004,O005004,Card,317.1,Paid
PAY005005,O005005,Card,1262.06,Paid
PAY005006,O005006,PayPal,667.45,Paid
PAY005007,O005007,PayPal,818.58,Paid
PAY005008,O005008,Card,1188.07,Paid
PAY005009,O005009,Card,1014.96,Paid
PAY005010,O005010,Apple Pay,603.44,Paid
PAY005011,O005011,PayPal,499.81,Paid
PAY005012,O005012,PayPal,331.28,Paid
PAY005013,O005013,Card,89.88,Paid
PAY005014,O005014,Google Pay,112.17,Paid
PAY005015,O005015,PayPal,866.31,Paid
PAY005016,O005016,Card,981.36,Paid
PAY005017,O005017,Card,19.27,Failed
PAY005018,O005018,Card,1666.28,Paid
PAY005019,O005019,Card,447.5,Paid
PAY005020,O005020,Apple Pay,150.83,Paid
PAY005021,O005021,Card,197.83,Paid
PAY005022,O005022,Card,572.02,Paid
PAY005023,O005023,Card,54.8,Paid
PAY005024,O005024,PayPal,330.99,Paid
PAY005025,O005025,Google Pay,15.53,Paid
PAY005026,O005026,Card,327.84,Paid
PAY005027,O005027,Card,38.89,Paid
PAY005028,O005028,Google Pay,127.61,Paid
PAY005029,O005029,Card,466.46,Paid
PAY005030,O005030,Card,3108.86,Paid
PAY005031,O005031,Apple Pay,413.81,Paid
PAY005032,O005032,Card,1219.82,Paid
PAY005033,O005033,Apple Pay,1756.42,Paid
PAY005034,O005034,Card,3356.34,Paid
PAY005035,O005035,PayPal,1589.34,Paid
PAY005036,O005036,PayPal,1061.38,Paid
PAY005037,O005037,Apple Pay,36.19,Paid
PAY005038,O005038,Card,431.8,Paid
PAY005039,O005039,Card,16.83,Paid
PAY005040,O005040,Card,472.97,Paid
PAY005041,O005041,Apple Pay,226.32,Paid
PAY005042,O005042,Card,403.08,Paid
PAY005043,O005043,Google Pay,128.9,Paid
PAY005044,O005044,Apple Pay,81.33,Paid
PAY005045,O005045,PayPal,1224.84,Refunded
PAY005046,O005046,Card,430.07,Paid
PAY005047,O005047,PayPal,254.56,Paid
PAY005048,O005048,Card,157.85,Failed
PAY005049,O005049,Google Pay,287.65,Paid
PAY005050,O005050,Google Pay,966.79,Paid
PAY005051,O005051,Card,1888.72,Paid
PAY005052,O005052,Card,411.57,Paid
PAY005053,O005053,PayPal,1040.38,Paid
PAY005054,O005054,Apple Pay,170.89,Failed
PAY005055,O005055,Card,1434.01,Refunded
PAY005056,O005056,Card,657.9,Paid
PAY005057,O005057,PayPal,2536.34,Paid
PAY005058,O005058,PayPal,107.17,Paid
PAY005059,O005059,PayPal,331.97,Paid
PAY005060,O005060,Apple Pay,1656.0,Paid
PAY005061,O005061,Google Pay,233.65,Paid
PAY005062,O005062,Google Pay,218.75,Paid
PAY005063,O005063,PayPal,1765.06,Paid
PAY005064,O005064,Card,3200.17,Paid
PAY005065,O005065,Apple Pay,296.4,Paid
PAY005066,O005066,Apple Pay,94.4,Paid
PAY005067,O005067,Apple Pay,233.65,Paid
PAY005068,O005068,PayPal,349.51,Paid
PAY005069,O005069,Apple Pay,570.97,Paid
PAY005070,O005070,Card,961.44,Paid
PAY005071,O005071,Card,1719.68,Paid
PAY005072,O005072,Google Pay,1334.29,Paid
PAY005073,O005073,Card,361.24,Paid
PAY005074,O005074,PayPal,288.63,Paid
PAY005075,O005075,Card,10.36,Paid
PAY005076,O005076,Card,650.28,Paid
PAY005077,O005077,Card,452.49,Paid
PAY005078,O005078,Card,802.98,Paid
