delivery_id,order_id,promised_date,delivery_date,delay_days,delivery_status
D004266,O004547,2025-06-28,2025-06-28,0,On Time
D004267,O004549,2026-06-10,2026-06-10,0,On Time
D004268,O004550,2025-12-16,2025-12-16,0,On Time
D004269,O004552,2026-04-13,2026-04-13,0,On Time
D004270,O004553,2026-08-07,2026-08-09,2,Late
D004271,O004554,2026-02-10,2026-02-17,7,Late
D004272,O004555,2026-06-25,2026-06-25,0,On Time
D004273,O004556,2025-05-16,2025-05-16,0,On Time
D004274,O004557,2026-06-22,2026-06-21,0,On Time
D004275,O004558,2026-06-17,2026-06-23,6,Late
D004276,O004559,2025-11-14,2025-11-14,0,On Time
D004277,O004560,2025-08-22,2025-08-27,5,Late
D004278,O004562,2025-11-24,2025-11-25,1,Late
D004279,O004563,2025-07-18,2025-07-18,0,On Time
D004280,O004564,2026-07-01,2026-07-01,0,On Time
D004281,O004565,2025-08-07,2025-08-07,0,On Time
D004282,O004567,2026-01-27,2026-01-27,0,On Time
D004283,O004568,2026-05-13,2026-05-13,0,On Time
D004284,O004569,2025-04-14,2025-04-14,0,On Time
D004285,O004570,2025-12-27,2025-12-27,0,On Time
D004286,O004571,2026-01-02,2026-01-02,0,On Time
D004287,O004573,2026-04-23,2026-04-26,3,Late
D004288,O004574,2026-05-10,2026-05-09,0,On Time
D004289,O004576,2026-03-20,2026-03-22,2,Late
D004290,O004577,2025-09-17,2025-09-16,0,On Time
D004291,O004578,2026-08-16,2026-08-21,5,Late
D004292,O004579,2026-01-14,2026-01-14,0,On Time
D004293,O004580,2026-07-12,2026-07-12,0,On Time
D004294,O004581,2026-03-22,2026-03-22,0,On Time
D004295,O004582,2026-06-02,2026-06-02,0,On Time
D004296,O004583,2026-07-17,2026-07-24,7,Late
D004297,O004584,2026-07-31,2026-07-31,0,On Time
D004298,O004585,2026-04-27,2026-05-01,4,Late
D004299,O004586,2025-06-18,2025-06-18,0,On Time
D004300,O004587,2026-02-28,2026-02-28,0,On Time
D004301,O004588,2026-07-21,2026-07-20,0,On Time
D004302,O004589,2026-03-15,2026-03-15,0,On Time
D004303,O004590,2026-02-06,2026-02-06,0,On Time
D004304,O004591,2025-09-02,2025-09-02,0,On Time
D004305,O004592,2026-01-24,2026-01-24,0,On Time
D004306,O004593,2026-04-15,2026-04-14,0,On Time
D004307,O004594,2026-03-24,2026-03-24,0,On Time
D004308,O004595,2026-05-16,2026-05-16,0,On Time
D004309,O004596,2026-03-19,2026-03-26,7,Late
D004310,O004597,2026-08-19,2026-08-19,0,On Time
D004311,O004598,2026-07-18,2026-07-18,0,On Time
D004312,O004599,2026-04-18,2026-04-18,0,On Time
D004313,O004600,2026-08-14,2026-08-14,0,On Time
D004314,O004602,2026-05-17,2026-05-17,0,On Time
D004315,O004603,2026-03-06,2026-03-06,0,On Time
D004316,O004604,2025-05-27,2025-05-27,0,On Time
D004317,O004605,2026-05-29,2026-05-29,0,On Time
D004318,O004606,2026-01-22,2026-01-22,0,On Time
D004319,O004607,2026-06-23,2026-06-24,1,Late
D004320,O004608,2025-02-13,2025-02-13,0,On Time
D004321,O004609,2026-01-15,2026-01-15,0,On Time
D004322,O004610,2026-01-29,2026-01-31,2,Late
D004323,O004611,2025-07-04,2025-07-10,6,Late
D004324,O004612,2026-04-11,2026-04-11,0,On Time
D004325,O004613,2026-05-18,2026-05-18,0,On Time
D004326,O004614,2025-07-22,2025-07-29,7,Late
D004327,O004615,2026-04-26,2026-04-26,0,On Time
D004328,O004616,2026-05-14,2026-05-17,3,Late
D004329,O004617,2025-03-23,2025-03-23,0,On Time
D004330,O004618,2026-06-27,2026-06-27,0,On Time
D004331,O004619,2026-08-22,2026-08-22,0,On Time
D004332,O004620,2026-04-08,2026-04-08,0,On Time
D004333,O004621,2026-07-12,2026-07-12,0,On Time
D004334,O004622,2026-07-02,2026-07-02,0,On Time
D004335,O004623,2025-10-15,2025-10-21,6,Late
D004336,O004624,2025-05-02,2025-05-02,0,On Time
D004337,O004626,2026-03-05,2026-03-05,0,On Time
D004338,O004628,2026-06-21,2026-06-20,0,On Time
D004339,O004629,2026-08-14,2026-08-14,0,On Time
D004340,O004630,2025-07-07,2025-07-07,0,On Time
D004341,O004631,2026-06-27,2026-06-27,0,On Time
D004342,O004633,2026-04-20,2026-04-19,0,On Time
D004343,O004634,2025-09-25,2025-09-25,0,On Time
D004344,O004635,2026-07-29,2026-07-29,0,On Time
D004345,O004636,2025-09-12,2025-09-12,0,On Time
D004346,O004637,2026-03-27,2026-03-27,0,On Time
D004347,O004638,2026-03-13,2026-03-13,0,On Time
D004348,O004639,2025-03-27,2025-03-27,0,On Time
D004349,O004640,2025-05-06,2025-05-06,0,On Time
D004350,O004641,2026-08-18,2026-08-18,0,On Time
D004351,O004642,2026-06-03,2026-06-03,0,On Time
D004352,O004643,2026-02-14,2026-02-17,3,Late
D004353,O004644,2025-08-21,2025-08-21,0,On Time
D004354,O004645,2026-04-06,2026-04-06,0,On Time
D004355,O004646,2025-06-13,2025-06-13,0,On Time
D004356,O004647,2025-08-16,2025-08-16,0,On Time
D004357,O004648,2025-05-16,2025-05-15,0,On Time
D004358,O004649,2025-07-23,2025-07-23,0,On Time
D004359,O004651,2026-07-09,2026-07-09,0,On Time
D004360,O004652,2025-09-15,2025-09-14,0,On Time
D004361,O004653,2026-02-03,2026-02-03,0,On Time
D004362,O004654,2026-03-30,2026-03-29,0,On Time
D004363,O004655,2026-07-02,2026-07-02,0,On Time
D004364,O004656,2026-03-05,2026-03-09,4,Late
D004365,O004658,2026-07-11,2026-07-11,0,On Time
D004366,O004659,2025-05-22,2025-05-22,0,On Time
D004367,O004660,2025-10-30,2025-10-30,0,On Time
D004368,O004661,2025-12-13,2025-12-13,0,On Time
D004369,O004662,2026-04-24,2026-04-24,0,On Time
D004370,O004663,2026-05-28,2026-05-28,0,On Time
D004371,O004664,2026-04-21,2026-04-25,4,Late
D004372,O004665,2026-05-16,2026-05-16,0,On Time
D004373,O004666,2025-07-09,2025-07-08,0,On Time
D004374,O004667,2026-07-12,2026-07-11,0,On Time
D004375,O004668,2026-01-19,2026-01-19,0,On Time
D004376,O004669,2026-05-24,2026-05-24,0,On Time
D004377,O004670,2025-12-12,2025-12-12,0,On Time
D004378,O004671,2026-07-15,2026-07-15,0,On Time
D004379,O004672,2026-08-13,2026-08-18,5,Late
D004380,O004673,2025-11-10,2025-11-10,0,On Time
D004381,O004674,2026-08-20,2026-08-20,0,On Time
D004382,O004675,2026-08-02,2026-08-02,0,On Time
D004383,O004676,2026-03-19,2026-03-19,0,On Time
D004384,O004677,2026-03-11,2026-03-10,0,On Time
D004385,O004678,2026-01-10,2026-01-10,0,On Time
D004386,O004679,2026-03-16,2026-03-16,0,On Time
D004387,O004680,2026-04-23,2026-04-23,0,On Time
D004388,O004681,2026-04-05,2026-04-05,0,On Time
D004389,O004682,2026-04-02,2026-04-02,0,On Time
D004390,O004683,2026-07-25,2026-07-25,0,On Time
D004391,O004685,2026-06-25,2026-06-25,0,On Time
D004392,O004687,2026-07-31,2026-07-30,0,On Time
D004393,O004688,2025-03-05,2025-03-11,6,Late
D004394,O004689,2026-06-11,2026-06-11,0,On Time
D004395,O004690,2026-02-22,2026-02-22,0,On Time
D004396,O004691,2025-12-22,2025-12-22,0,On Time
D004397,O004692,2025-04-21,2025-04-22,1,Late
D004398,O004694,2026-03-07,2026-03-07,0,On Time
D004399,O004695,2026-08-12,2026-08-12,0,On Time
D004400,O004696,2026-06-25,2026-06-25,0,On Time
D004401,O004697,2026-01-05,2026-01-05,0,On Time
D004402,O004698,2026-03-03,2026-03-10,7,Late
D004403,O004699,2026-08-21,2026-08-21,0,On Time
D004404,O004700,2025-12-31,2025-12-31,0,On Time
D004405,O004701,2025-04-05,2025-04-05,0,On Time
D004406,O004703,2026-01-27,2026-01-27,0,On Time
D004407,O004704,2025-08-24,2025-08-23,0,On Time
D004408,O004705,2025-07-06,2025-07-06,0,On Time
D004409,O004706,2026-04-02,2026-04-02,0,On Time
D004410,O004707,2026-04-16,2026-04-22,6,Late
D004411,O004708,2026-06-12,2026-06-17,5,Late
D004412,O004709,2026-03-07,2026-03-07,0,On Time
D004413,O004710,2026-04-30,2026-04-30,0,On Time
D004414,O004711,2026-04-03,2026-04-07,4,Late
D004415,O004712,2025-03-21,2025-03-21,0,On Time
D004416,O004713,2026-06-26,2026-07-03,7,Late
D004417,O004714,2026-06-11,2026-06-11,0,On Time
D004418,O004715,2026-06-19,2026-06-20,1,Late
D004419,O004716,2026-06-12,2026-06-12,0,On Time
D004420,O004717,2026-06-21,2026-06-21,0,On Time
D004421,O004718,2025-03-23,2025-03-23,0,On Time
D004422,O004719,2026-01-04,2026-01-03,0,On Time
D004423,O004720,2026-01-29,2026-01-28,0,On Time
D004424,O004721,2026-08-03,2026-08-03,0,On Time
D004425,O004722,2025-12-03,2025-12-03,0,On Time
D004426,O004724,2026-04-27,2026-04-27,0,On Time
D004427,O004725,2025-11-18,2025-11-17,0,On Time
D004428,O004726,2025-12-16,2025-12-16,0,On Time
D004429,O004727,2026-04-01,2026-04-01,0,On Time
D004430,O004728,2026-05-19,2026-05-19,0,On Time
D004431,O004729,2026-05-02,2026-05-02,0,On Time
D004432,O004730,2026-05-09,2026-05-09,0,On Time
D004433,O004731,2026-04-08,2026-04-07,0,On Time
D004434,O004732,2026-04-29,2026-04-28,0,On Time
D004435,O004733,2025-11-30,2025-11-30,0,On Time
D004436,O004734,2025-10-13,2025-10-13,0,On Time
D004437,O004735,2026-06-17,2026-06-17,0,On Time
D004438,O004736,2026-08-15,2026-08-15,0,On Time
D004439,O004737,2026-08-17,2026-08-17,0,On Time
D004440,O004738,2026-02-18,2026-02-18,0,On Time
D004441,O004739,2026-01-07,2026-01-07,0,On Time
D004442,O004740,2026-05-16,2026-05-23,7,Late
D004443,O004741,2026-08-09,2026-08-09,0,On Time
D004444,O004742,2026-07-30,2026-07-30,0,On Time
D004445,O004743,2025-05-01,2025-05-01,0,On Time
D004446,O004744,2026-07-21,2026-07-21,0,On Time
D004447,O004745,2026-08-17,2026-08-17,0,On Time
D004448,O004746,2025-12-19,2025-12-19,0,On Time
D004449,O004747,2026-01-28,2026-01-28,0,On Time
D004450,O004748,2025-07-23,2025-07-23,0,On Time
D004451,O004749,2025-11-15,2025-11-15,0,On Time
D004452,O004750,2025-10-14,2025-10-14,0,On Time
D004453,O004752,2026-07-15,2026-07-15,0,On Time
D004454,O004753,2026-08-12,2026-08-12,0,On Time
D004455,O004754,2026-07-18,2026-07-18,0,On Time
D004456,O004755,2025-12-30,2025-12-30,0,On Time
D004457,O004756,2026-04-15,2026-04-15,0,On Time
D004458,O004757,2026-04-03,2026-04-03,0,On Time
D004459,O004758,2025-07-26,2025-07-26,0,On Time
D004460,O004759,2025-12-18,2025-12-18,0,On Time
D004461,O004760,2025-05-30,2025-05-30,0,On Time
D004462,O004761,2026-01-07,2026-01-07,0,On Time
D004463,O004762,2025-12-21,2025-12-21,0,On Time
D004464,O004763,2026-04-12,2026-04-12,0,On Time
D004465,O004764,2025-10-03,2025-10-03,0,On Time
D004466,O004765,2025-02-02,2025-02-02,0,On Time
D004467,O004766,2026-01-30,2026-01-30,0,On Time
D004468,O004767,2026-07-06,2026-07-06,0,On Time
D004469,O004768,2026-08-05,2026-08-05,0,On Time
D004470,O004770,2025-09-26,2025-09-26,0,On Time
D004471,O004771,2026-08-08,2026-08-08,0,On Time
D004472,O004772,2026-08-08,2026-08-08,0,On Time
D004473,O004773,2026-06-22,2026-06-22,0,On Time
D004474,O004774,2026-06-29,2026-06-29,0,On Time
D004475,O004775,2026-04-19,2026-04-19,0,On Time
D004476,O004776,2026-03-13,2026-03-18,5,Late
D004477,O004777,2026-08-02,2026-08-02,0,On Time
D004478,O004778,2026-03-25,2026-03-25,0,On Time
D004479,O004779,2025-07-18,2025-07-18,0,On Time
D004480,O004781,2026-07-03,2026-07-06,3,Late
D004481,O004782,2026-02-02,2026-02-02,0,On Time
D004482,O004783,2025-12-11,2025-12-11,0,On Time
D004483,O004784,2026-05-03,2026-05-04,1,Late
D004484,O004785,2026-08-16,2026-08-20,4,Late
D004485,O004786,2025-12-16,2025-12-15,0,On Time
D004486,O004787,2025-07-22,2025-07-22,0,On Time
D004487,O004788,2026-04-10,2026-04-10,0,On Time
D004488,O004789,2026-04-23,2026-04-23,0,On Time
D004489,O004790,2026-06-18,2026-06-18,0,On Time
D004490,O004791,2026-05-03,2026-05-03,0,On Time
D004491,O004792,2026-01-11,2026-01-11,0,On Time
D004492,O004793,2026-02-24,2026-02-24,0,On Time
D004493,O004795,2026-08-14,2026-08-14,0,On Time
D004494,O004796,2025-04-10,2025-04-10,0,On Time
D004495,O004797,2026-06-21,2026-06-28,7,Late
D004496,O004798,2026-08-01,2026-08-01,0,On Time
D004497,O004799,2026-03-20,2026-03-20,0,On Time
D004498,O004800,2026-05-08,2026-05-08,0,On Time
D004499,O004801,2025-11-01,2025-10-31,0,On Time
D004500,O004802,2026-07-15,2026-07-15,0,On Time
D004501,O004805,2026-02-10,2026-02-09,0,On Time
D004502,O004806,2026-05-07,2026-05-07,0,On Time
D004503,O004807,2026-03-07,2026-03-07,0,On Time
D004504,O004808,2026-04-12,2026-04-12,0,On Time
D004505,O004809,2026-06-05,2026-06-05,0,On Time
D004506,O004810,2026-06-23,2026-06-23,0,On Time
D004507,O004811,2025-11-26,2025-11-26,0,On Time
D004508,O004812,2026-03-07,2026-03-06,0,On Time
D004509,O004813,2026-05-28,2026-05-28,0,On Time
D004510,O004814,2026-03-16,2026-03-18,2,Late
D004511,O004815,2025-11-17,2025-11-17,0,On Time
D004512,O004816,2026-02-14,2026-02-14,0,On Time
D004513,O004817,2026-01-02,2026-01-02,0,On Time
D004514,O004818,2025-09-01,2025-09-01,0,On Time
D004515,O004819,2026-01-17,2026-01-18,1,Late
D004516,O004820,2025-10-01,2025-10-01,0,On Time
D004517,O004822,2026-02-02,2026-02-02,0,On Time
D004518,O004823,2026-08-15,2026-08-14,0,On Time
D004519,O004824,2026-05-15,2026-05-15,0,On Time
D004520,O004825,2026-01-20,2026-01-20,0,On Time
D004521,O004826,2025-12-20,2025-12-20,0,On Time
D004522,O004827,2026-04-19,2026-04-20,1,Late
D004523,O004829,2026-03-28,2026-03-28,0,On Time
D004524,O004830,2026-07-31,2026-07-30,0,On Time
D004525,O004831,2026-04-03,2026-04-03,0,On Time
D004526,O004832,2026-05-16,2026-05-15,0,On Time
D004527,O004833,2026-04-11,2026-04-11,0,On Time
D004528,O004834,2026-05-19,2026-05-19,0,On Time
D004529,O004835,2026-04-30,2026-04-30,0,On Time
D004530,O004836,2026-06-21,2026-06-22,1,Late
D004531,O004837,2025-05-25,2025-05-24,0,On Time
D004532,O004838,2026-07-22,2026-07-27,5,Late
D004533,O004840,2026-03-06,2026-03-06,0,On Time
D004534,O004841,2025-09-20,2025-09-19,0,On Time
D004535,O004842,2026-01-10,2026-01-10,0,On Time
D004536,O004844,2026-07-16,2026-07-16,0,On Time
D004537,O004845,2026-07-12,2026-07-12,0,On Time
D004538,O004846,2025-11-29,2025-11-29,0,On Time
D004539,O004847,2026-03-13,2026-03-12,0,On Time
D004540,O004848,2025-11-20,2025-11-22,2,Late
D004541,O004850,2026-05-20,2026-05-19,0,On Time
D004542,O004851,2025-05-18,2025-05-17,0,On Time
D004543,O004852,2026-07-22,2026-07-22,0,On Time
D004544,O004853,2026-02-12,2026-02-12,0,On Time
D004545,O004854,2025-05-13,2025-05-13,0,On Time
D004546,O004855,2026-01-06,2026-01-11,5,Late
D004547,O004856,2026-07-27,2026-07-27,0,On Time
D004548,O004857,2026-08-15,2026-08-20,5,Late
D004549,O004859,2025-10-07,2025-10-07,0,On Time
D004550,O004861,2025-06-01,2025-06-01,0,On Time
D004551,O004862,2026-03-25,2026-03-25,0,On Time
D004552,O004863,2025-10-31,2025-10-30,0,On Time
D004553,O004864,2026-07-06,2026-07-06,0,On Time
D004554,O004865,2026-05-24,2026-05-24,0,On Time
D004555,O004866,2026-06-07,2026-06-07,0,On Time
D004556,O004867,2026-04-08,2026-04-08,0,On Time
D004557,O004868,2026-07-26,2026-08-01,6,Late
D004558,O004870,2026-03-28,2026-03-28,0,On Time
D004559,O004871,2025-10-30,2025-10-30,0,On Time
D004560,O004872,2025-09-09,2025-09-09,0,On Time
D004561,O004873,2026-08-15,2026-08-15,0,On Time
D004562,O004875,2026-01-16,2026-01-16,0,On Time
D004563,O004876,2025-11-20,2025-11-20,0,On Time
D004564,O004877,2026-07-30,2026-07-30,0,On Time
D004565,O004878,2025-11-10,2025-11-09,0,On Time
D004566,O004879,2026-07-14,2026-07-14,0,On Time
D004567,O004880,2025-07-16,2025-07-16,0,On Time
D004568,O004881,2026-01-29,2026-01-31,2,Late
D004569,O004883,2026-05-18,2026-05-18,0,On Time
D004570,O004884,2025-07-04,2025-07-04,0,On Time
D004571,O004885,2025-12-22,2025-12-22,0,On Time
D004572,O004886,2026-04-01,2026-04-01,0,On Time
D004573,O004887,2025-11-29,2025-11-29,0,On Time
D004574,O004888,2026-05-20,2026-05-20,0,On Time
D004575,O004889,2026-06-24,2026-06-24,0,On Time
D004576,O004890,2026-04-18,2026-04-18,0,On Time
D004577,O004891,2026-04-22,2026-04-22,0,On Time
D004578,O004892,2025-09-13,2025-09-13,0,On Time
D004579,O004893,2025-12-02,2025-12-02,0,On Time
D004580,O004894,2026-01-10,2026-01-10,0,On Time
D004581,O004895,2026-08-23,2026-08-23,0,On Time
D004582,O004896,2025-11-22,2025-11-28,6,Late
D004583,O004897,2025-10-10,2025-10-14,4,Late
D004584,O004898,2026-06-08,2026-06-14,6,Late
D004585,O004899,2026-02-08,2026-02-07,0,On Time
D004586,O004900,2025-12-27,2025-12-27,0,On Time
D004587,O004901,2025-12-11,2025-12-11,0,On Time
D004588,O004902,2026-03-21,2026-03-22,1,Late
D004589,O004903,2026-06-10,2026-06-10,0,On Time
D004590,O004904,2026-07-30,2026-07-30,0,On Time
D004591,O004905,2026-04-09,2026-04-09,0,On Time
D004592,O004906,2026-02-24,2026-02-24,0,On Time
D004593,O004907,2026-01-14,2026-01-14,0,On Time
D004594,O004908,2026-04-09,2026-04-08,0,On Time
D004595,O004909,2025-04-22,2025-04-22,0,On Time
D004596,O004910,2026-05-14,2026-05-13,0,On Time
D004597,O004912,2025-07-15,2025-07-15,0,On Time
D004598,O004913,2026-06-12,2026-06-18,6,Late
D004599,O004914,2025-10-28,2025-10-28,0,On Time
D004600,O004915,2026-06-07,2026-06-11,4,Late
D004601,O004916,2025-09-30,2025-09-30,0,On Time
D004602,O004917,2025-07-09,2025-07-09,0,On Time
D004603,O004919,2026-04-03,2026-04-03,0,On Time
D004604,O004920,2025-11-14,2025-11-14,0,On Time
D004605,O004921,2026-02-20,2026-02-20,0,On Time
D004606,O004922,2026-06-12,2026-06-12,0,On Time
D004607,O004923,2026-01-15,2026-01-15,0,On Time
D004608,O004924,2026-01-23,2026-01-23,0,On Time
D004609,O004925,2026-07-03,2026-07-02,0,On Time
D004610,O004926,2026-05-06,2026-05-05,0,On Time
D004611,O004927,2025-11-10,2025-11-10,0,On Time
D004612,O004928,2026-04-22,2026-04-22,0,On Time
D004613,O004931,2026-05-29,2026-05-29,0,On Time
D004614,O004932,2026-07-07,2026-07-07,0,On Time
D004615,O004933,2026-07-09,2026-07-09,0,On Time
D004616,O004934,2025-09-24,2025-09-23,0,On Time
D004617,O004935,2026-03-09,2026-03-09,0,On Time
D004618,O004936,2026-08-03,2026-08-03,0,On Time
D004619,O004937,2026-04-27,2026-04-26,0,On Time
D004620,O004938,2026-07-08,2026-07-08,0,On Time
D004621,O004939,2026-07-24,2026-07-23,0,On Time
D004622,O004940,2026-03-28,2026-03-28,0,On Time
D004623,O004942,2026-02-16,2026-02-16,0,On Time
D004624,O004943,2026-07-03,2026-07-03,0,On Time
D004625,O004944,2026-01-28,2026-01-28,0,On Time
D004626,O004945,2026-02-07,2026-02-07,0,On Time
D004627,O004946,2025-09-07,2025-09-07,0,On Time
D004628,O004947,2026-07-19,2026-07-19,0,On Time
D004629,O004948,2025-08-23,2025-08-29,6,Late
D004630,O004949,2025-05-27,2025-05-27,0,On Time
D004631,O004950,2025-11-01,2025-11-05,4,Late
D004632,O004951,2026-07-20,2026-07-27,7,Late
D004633,O004952,2025-05-19,2025-05-25,6,Late
D004634,O004953,2026-07-02,2026-07-06,4,Late
D004635,O004954,2026-07-04,2026-07-04,0,On Time
D004636,O004957,2026-07-28,2026-07-28,0,On Time
D004637,O004958,2025-10-02,2025-10-02,0,On Time
D004638,O004959,2026-02-27,2026-02-27,0,On Time
D004639,O004961,2026-07-17,2026-07-17,0,On Time
D004640,O004962,2026-06-11,2026-06-11,0,On Time
D004641,O004963,2026-08-24,2026-08-24,0,On Time
D004642,O004964,2025-12-28,2025-12-28,0,On Time
D004643,O004965,2026-02-15,2026-02-15,0,On Time
D004644,O004966,2026-01-04,2026-01-04,0,On Time
D004645,O004968,2025-07-11,2025-07-11,0,On Time
D004646,O004969,2026-04-26,2026-04-26,0,On Time
D004647,O004970,2026-04-18,2026-04-22,4,Late
D004648,O004971,2025-12-15,2025-12-15,0,On Time
D004649,O004972,2026-01-08,2026-01-08,0,On Time
D004650,O004973,2025-08-11,2025-08-14,3,Late
D004651,O004974,2026-07-01,2026-07-01,0,On Time
D004652,O004975,2025-11-30,2025-11-30,0,On Time
D004653,O004976,2026-06-07,2026-06-11,4,Late
D004654,O004977,2026-05-28,2026-05-28,0,On Time
D004655,O004978,2026-06-24,2026-06-24,0,On Time
D004656,O004979,2026-02-20,2026-02-20,0,On Time
D004657,O004980,2026-08-13,2026-08-13,0,On Time
D004658,O004981,2026-01-09,2026-01-12,3,Late
D004659,O004982,2025-11-09,2025-11-11,2,Late
D004660,O004983,2026-01-13,2026-01-13,0,On Time
D004661,O004984,2026-03-16,2026-03-16,0,On Time
D004662,O004985,2026-04-18,2026-04-18,0,On Time
D004663,O004986,2026-05-22,2026-05-28,6,Late
D004664,O004987,2026-03-26,2026-03-26,0,On Time
D004665,O004988,2026-04-30,2026-04-30,0,On Time
D004666,O004989,2026-03-28,2026-03-28,0,On Time
D004667,O004990,2026-06-19,2026-06-19,0,On Time
D004668,O004991,2026-07-16,2026-07-16,0,On Time
D004669,O004992,2025-07-14,2025-07-14,0,On Time
D004670,O004993,2026-05-22,2026-05-21,0,On Time
D004671,O004994,2026-07-15,2026-07-15,0,On Time
D004672,O004995,2025-07-10,2025-07-10,0,On Time
D004673,O004996,2025-09-23,2025-09-23,0,On Time
D004674,O004997,2026-01-24,2026-01-24,0,On Time
D004675,O004998,2025-09-06,2025-09-06,0,On Time
D004676,O004999,2026-08-01,2026-08-04,3,Late
D004677,O005000,2026-08-13,2026-08-13,0,On Time
D004678,O005002,2026-07-03,2026-07-03,0,On Time
D004679,O005003,2026-01-07,2026-01-10,3,Late
D004680,O005004,2026-05-25,2026-05-25,0,On Time
D004681,O005005,2026-05-05,2026-05-04,0,On Time
D004682,O005006,2025-06-29,2025-06-29,0,On Time
D004683,O005007,2026-07-15,2026-07-15,0,On Time
D004684,O005008,2026-05-16,2026-05-16,0,On Time
D004685,O005009,2026-07-03,2026-07-03,0,On Time
D004686,O005010,2026-03-09,2026-03-09,0,On Time
D004687,O005011,2025-09-11,2025-09-11,0,On Time
D004688,O005012,2026-06-27,2026-06-27,0,On Time
D004689,O005013,2026-02-07,2026-02-06,0,On Time
D004690,O005014,2025-09-29,2025-10-03,4,Late
D004691,O005015,2026-06-26,2026-06-26,0,On Time
D004692,O005016,2025-07-27,2025-07-27,0,On Time
D004693,O005018,2025-08-30,2025-09-04,5,Late
D004694,O005019,2026-01-10,2026-01-10,0,On Time
D004695,O005020,2026-07-17,2026-07-17,0,On Time
D004696,O005021,2025-11-02,2025-11-02,0,On Time
D004697,O005022,2026-01-11,2026-01-11,0,On Time
D004698,O005023,2026-07-28,2026-07-28,0,On Time
D004699,O005024,2026-05-14,2026-05-14,0,On Time
D004700,O005025,2025-06-27,2025-06-27,0,On Time
D004701,O005026,2025-08-27,2025-08-26,0,On Time
D004702,O005027,2026-08-06,2026-08-05,0,On Time
D004703,O005028,2026-07-03,2026-07-03,0,On Time
D004704,O005029,2025-10-24,2025-10-24,0,On Time
D004705,O005030,2025-12-11,2025-12-10,0,On Time
D004706,O005031,2026-05-01,2026-04-30,0,On Time
D004707,O005032,2026-08-03,2026-08-03,0,On Time
D004708,O005033,2026-08-21,2026-08-20,0,On Time
D004709,O005034,2026-07-18,2026-07-18,0,On Time
D004710,O005035,2026-07-27,2026-07-27,0,On Time
D004711,O005036,2026-05-05,2026-05-05,0,On Time
D004712,O005037,2026-05-17,2026-05-17,0,On Time
D004713,O005038,2026-03-24,2026-03-31,7,Late
D004714,O005039,2025-06-01,2025-06-01,0,On Time
D004715,O005040,2026-03-28,2026-03-28,0,On Time
D004716,O005041,2026-05-12,2026-05-12,0,On Time
D004717,O005042,2025-10-05,2025-10-10,5,Late
D004718,O005043,2025-07-10,2025-07-10,0,On Time
D004719,O005044,2026-05-29,2026-06-04,6,Late
D004720,O005046,2025-10-08,2025-10-08,0,On Time
D004721,O005047,2025-08-17,2025-08-17,0,On Time
D004722,O005049,2026-04-27,2026-04-26,0,On Time
D004723,O005050,2025-08-01,2025-08-01,0,On Time
D004724,O005051,2025-11-05,2025-11-05,0,On Time
D004725,O005052,2025-10-14,2025-10-13,0,On Time
D004726,O005053,2025-11-06,2025-11-05,0,On Time
D004727,O005054,2026-03-14,2026-03-14,0,On Time
D004728,O005056,2026-02-20,2026-02-23,3,Late
D004729,O005057,2026-07-21,2026-07-21,0,On Time
D004730,O005058,2026-04-19,2026-04-19,0,On Time
D004731,O005059,2025-12-06,2025-12-11,5,Late
D004732,O005060,2026-07-20,2026-07-20,0,On Time
D004733,O005061,2026-02-28,2026-02-28,0,On Time
D004734,O005062,2026-08-19,2026-08-19,0,On Time
D004735,O005063,2025-10-15,2025-10-15,0,On Time
D004736,O005064,2026-05-02,2026-05-02,0,On Time
D004737,O005065,2026-08-16,2026-08-16,0,On Time
D004738,O005066,2026-07-03,2026-07-03,0,On Time
D004739,O005067,2025-12-17,2025-12-17,0,On Time
D004740,O005068,2026-04-08,2026-04-08,0,On Time
D004741,O005069,2026-02-28,2026-02-28,0,On Time
D004742,O005070,2026-06-02,2026-06-02,0,On Time
D004743,O005071,2026-01-19,2026-01-19,0,On Time
D004744,O005072,2025-08-18,2025-08-18,0,On Time
D004745,O005073,2026-04-21,2026-04-21,0,On Time
D004746,O005074,2026-01-29,2026-01-29,0,On Time
D004747,O005075,2026-06-16,2026-06-16,0,On Time
D004748,O005076,2026-03-25,2026-03-25,0,On Time
D004749,O005077,2026-04-29,2026-04-29,0,On Time
D004750,O005078,2026-05-14,2026-05-14,0,On Time
D004751,O005079,2026-08-10,2026-08-09,0,On Time
D004752,O005080,2026-03-05,2026-03-05,0,On Time
D004753,O005081,2026-04-12,2026-04-16,4,Late
D004754,O005082,2025-10-24,2025-10-24,0,On Time
D004755,O005083,2026-05-13,2026-05-13,0,On Time
D004756,O005085,2025-12-10,2025-12-10,0,On Time
D004757,O005086,2026-02-26,2026-02-26,0,On Time
D004758,O005088,2026-06-06,2026-06-06,0,On Time
D004759,O005089,2025-07-19,2025-07-21,2,Late
D004760,O005091,2026-03-17,2026-03-16,0,On Time
D004761,O005092,2025-10-23,2025-10-28,5,Late
D004762,O005093,2026-03-26,2026-03-26,0,On Time
D004763,O005094,2025-10-05,2025-10-05,0,On Time
D004764,O005095,2025-10-30,2025-10-30,0,On Time
D004765,O005096,2026-07-06,2026-07-05,0,On Time
D004766,O005097,2026-02-17,2026-02-16,0,On Time
