order_item_id,order_id,product_id,quantity
OI0011366,O005556,P0043,1
OI0011367,O005557,P0252,1
OI0011368,O005557,P0180,1
OI0011369,O005558,P0290,1
OI0011370,O005558,P0124,1
OI0011371,O005559,P0228,2
OI0011372,O005559,P0209,2
OI0011373,O005559,P0178,1
OI0011374,O005559,P0141,2
OI0011375,O005560,P0169,1
OI0011376,O005560,P0293,1
OI0011377,O005560,P0067,1
OI0011378,O005561,P0066,1
OI0011379,O005562,P0170,1
OI0011380,O005562,P0250,3
OI0011381,O005563,P0055,2
OI0011382,O005563,P0093,1
OI0011383,O005564,P0189,2
OI0011384,O005564,P0178,2
OI0011385,O005565,P0018,1
OI0011386,O005565,P0014,1
OI0011387,O005566,P0130,1
OI0011388,O005567,P0142,1
OI0011389,O005567,P0163,1
OI0011390,O005568,P0188,1
OI0011391,O005568,P0098,1
OI0011392,O005569,P0268,1
OI0011393,O005570,P0136,1
OI0011394,O005571,P0035,1
OI0011395,O005571,P0165,1
OI0011396,O005571,P0048,1
OI0011397,O005571,P0175,1
OI0011398,O005572,P0160,1
OI0011399,O005572,P0102,3
OI0011400,O005572,P0065,2
OI0011401,O005573,P0121,1
OI0011402,O005574,P0295,2
OI0011403,O005574,P0222,2
OI0011404,O005575,P0012,1
OI0011405,O005575,P0187,2
OI0011406,O005575,P0023,1
OI0011407,O005576,P0184,1
OI0011408,O005576,P0222,1
OI0011409,O005577,P0268,2
OI0011410,O005577,P0031,3
OI0011411,O005577,P0007,1
OI0011412,O005578,P0017,1
OI0011413,O005579,P0274,3
OI0011414,O005579,P0228,1
OI0011415,O005579,P0234,1
OI0011416,O005579,P0198,1
OI0011417,O005580,P0204,3
OI0011418,O005580,P0112,2
OI0011419,O005580,P0105,2
OI0011420,O005580,P0032,1
OI0011421,O005581,P0233,1
OI0011422,O005581,P0254,1
OI0011423,O005582,P0065,3
OI0011424,O005582,P0009,1
OI0011425,O005582,P0166,2
OI0011426,O005583,P0007,1
OI0011427,O005584,P0249,2
OI0011428,O005585,P0013,1
OI0011429,O005585,P0128,1
OI0011430,O005585,P0185,2
OI0011431,O005586,P0126,2
OI0011432,O005587,P0180,1
OI0011433,O005587,P0073,1
OI0011434,O005587,P0067,1
OI0011435,O005588,P0227,2
OI0011436,O005588,P0202,1
OI0011437,O005589,P0284,1
OI0011438,O005590,P0240,2
OI0011439,O005590,P0024,3
OI0011440,O005590,P0139,1
OI0011441,O005591,P0160,2
OI0011442,O005592,P0240,1
OI0011443,O005592,P0001,1
OI0011444,O005592,P0034,1
OI0011445,O005593,P0022,1
OI0011446,O005593,P0005,2
OI0011447,O005593,P0268,2
OI0011448,O005593,P0048,3
OI0011449,O005594,P0265,1
OI0011450,O005594,P0073,1
OI0011451,O005594,P0186,1
OI0011452,O005594,P0001,1
OI0011453,O005595,P0042,2
OI0011454,O005596,P0283,3
OI0011455,O005597,P0088,1
OI0011456,O005598,P0276,1
OI0011457,O005598,P0171,1
OI0011458,O005599,P0065,1
OI0011459,O005599,P0088,1
OI0011460,O005599,P0004,1
OI0011461,O005599,P0144,2
OI0011462,O005600,P0041,2
OI0011463,O005601,P0142,1
OI0011464,O005602,P0022,1
OI0011465,O005603,P0020,3
OI0011466,O005604,P0187,2
OI0011467,O005604,P0233,3
OI0011468,O005604,P0282,1
OI0011469,O005604,P0294,1
OI0011470,O005605,P0077,1
OI0011471,O005606,P0078,2
OI0011472,O005606,P0198,1
OI0011473,O005607,P0124,2
OI0011474,O005608,P0110,1
OI0011475,O005608,P0138,1
OI0011476,O005609,P0096,1
OI0011477,O005609,P0195,1
OI0011478,O005610,P0103,2
OI0011479,O005610,P0285,2
OI0011480,O005611,P0165,1
OI0011481,O005612,P0193,1
OI0011482,O005612,P0040,1
OI0011483,O005613,P0205,1
OI0011484,O005613,P0078,1
OI0011485,O005613,P0150,1
OI0011486,O005614,P0094,1
OI0011487,O005615,P0095,1
OI0011488,O005615,P0250,1
OI0011489,O005615,P0158,1
OI0011490,O005615,P0222,1
OI0011491,O005616,P0127,1
OI0011492,O005616,P0082,1
OI0011493,O005617,P0286,2
OI0011494,O005617,P0153,1
OI0011495,O005618,P0211,1
OI0011496,O005619,P0126,1
OI0011497,O005619,P0293,2
OI0011498,O005619,P0251,1
OI0011499,O005620,P0128,2
OI0011500,O005620,P0118,1
OI0011501,O005621,P0110,1
OI0011502,O005621,P0094,1
OI0011503,O005622,P0118,1
OI0011504,O005622,P0230,2
OI0011505,O005622,P0111,1
OI0011506,O005623,P0200,1
OI0011507,O005623,P0002,1
OI0011508,O005624,P0087,2
OI0011509,O005624,P0047,1
OI0011510,O005625,P0274,2
OI0011511,O005626,P0279,1
OI0011512,O005627,P0089,1
OI0011513,O005628,P0240,1
OI0011514,O005629,P0293,1
OI0011515,O005629,P0202,2
OI0011516,O005630,P0203,2
OI0011517,O005630,P0229,2
OI0011518,O005631,P0034,1
OI0011519,O005631,P0065,3
OI0011520,O005632,P0207,3
OI0011521,O005632,P0265,1
OI0011522,O005633,P0189,1
OI0011523,O005634,P0252,1
OI0011524,O005634,P0105,2
OI0011525,O005634,P0253,1
OI0011526,O005635,P0148,1
OI0011527,O005635,P0201,1
OI0011528,O005636,P0063,2
OI0011529,O005636,P0175,2
OI0011530,O005636,P0126,1
OI0011531,O005636,P0083,1
OI0011532,O005637,P0172,1
OI0011533,O005637,P0294,3
OI0011534,O005637,P0293,1
OI0011535,O005638,P0058,1
OI0011536,O005638,P0293,3
OI0011537,O005639,P0162,1
OI0011538,O005640,P0150,2
OI0011539,O005640,P0172,1
OI0011540,O005641,P0189,1
OI0011541,O005642,P0068,1
OI0011542,O005642,P0162,1
OI0011543,O005643,P0105,1
OI0011544,O005643,P0042,1
OI0011545,O005643,P0017,1
OI0011546,O005644,P0049,1
OI0011547,O005644,P0283,1
OI0011548,O005645,P0007,1
OI0011549,O005645,P0143,1
OI0011550,O005645,P0154,2
OI0011551,O005646,P0179,3
OI0011552,O005647,P0071,1
OI0011553,O005647,P0214,1
OI0011554,O005648,P0233,1
OI0011555,O005649,P0071,3
OI0011556,O005649,P0181,2
OI0011557,O005650,P0160,1
OI0011558,O005651,P0134,3
OI0011559,O005652,P0256,1
OI0011560,O005652,P0127,1
OI0011561,O005652,P0169,1
OI0011562,O005653,P0077,1
OI0011563,O005654,P0147,1
OI0011564,O005654,P0256,2
OI0011565,O005655,P0225,1
OI0011566,O005655,P0041,1
OI0011567,O005656,P0217,1
OI0011568,O005656,P0124,2
OI0011569,O005656,P0265,3
OI0011570,O005656,P0117,1
OI0011571,O005657,P0238,1
OI0011572,O005657,P0012,2
OI0011573,O005657,P0147,1
OI0011574,O005658,P0171,1
OI0011575,O005658,P0281,1
OI0011576,O005658,P0036,1
OI0011577,O005659,P0246,1
OI0011578,O005659,P0061,1
OI0011579,O005660,P0041,1
OI0011580,O005660,P0003,1
OI0011581,O005661,P0162,3
OI0011582,O005661,P0176,1
OI0011583,O005661,P0275,1
OI0011584,O005661,P0133,1
OI0011585,O005662,P0092,1
OI0011586,O005662,P0138,1
OI0011587,O005662,P0109,1
OI0011588,O005663,P0069,1
OI0011589,O005663,P0224,1
OI0011590,O005663,P0163,1
OI0011591,O005663,P0196,1
OI0011592,O005664,P0130,2
OI0011593,O005664,P0246,1
OI0011594,O005664,P0161,3
OI0011595,O005665,P0177,1
OI0011596,O005666,P0141,2
OI0011597,O005666,P0041,2
OI0011598,O005666,P0036,3
OI0011599,O005667,P0023,1
OI0011600,O005667,P0037,1
OI0011601,O005668,P0190,2
OI0011602,O005668,P0019,1
OI0011603,O005669,P0003,1
OI0011604,O005669,P0204,1
OI0011605,O005670,P0088,1
OI0011606,O005670,P0143,1
OI0011607,O005671,P0190,1
OI0011608,O005671,P0001,1
OI0011609,O005671,P0007,1
OI0011610,O005672,P0145,1
OI0011611,O005672,P0242,1
OI0011612,O005672,P0010,1
OI0011613,O005673,P0215,2
OI0011614,O005674,P0223,2
OI0011615,O005674,P0142,3
OI0011616,O005674,P0205,1
OI0011617,O005674,P0118,1
OI0011618,O005675,P0014,1
OI0011619,O005675,P0001,1
OI0011620,O005676,P0029,1
OI0011621,O005676,P0009,1
OI0011622,O005676,P0053,3
OI0011623,O005677,P0178,2
OI0011624,O005677,P0188,1
OI0011625,O005678,P0106,1
OI0011626,O005679,P0232,1
OI0011627,O005679,P0297,3
OI0011628,O005679,P0277,1
OI0011629,O005680,P0037,1
OI0011630,O005680,P0105,1
OI0011631,O005681,P0107,3
OI0011632,O005682,P0268,1
OI0011633,O005683,P0183,1
OI0011634,O005684,P0033,1
OI0011635,O005684,P0240,1
OI0011636,O005685,P0049,1
OI0011637,O005686,P0007,1
OI0011638,O005686,P0228,1
OI0011639,O005687,P0172,2
OI0011640,O005688,P0054,3
OI0011641,O005689,P0202,2
OI0011642,O005690,P0110,1
OI0011643,O005691,P0217,3
OI0011644,O005692,P0250,1
OI0011645,O005692,P0050,1
OI0011646,O005693,P0073,2
OI0011647,O005694,P0020,1
OI0011648,O005694,P0158,1
OI0011649,O005694,P0095,3
OI0011650,O005695,P0114,1
OI0011651,O005696,P0048,2
OI0011652,O005697,P0064,1
OI0011653,O005698,P0172,1
OI0011654,O005698,P0242,1
OI0011655,O005698,P0283,2
OI0011656,O005698,P0021,1
OI0011657,O005699,P0280,3
OI0011658,O005699,P0222,1
OI0011659,O005700,P0037,1
OI0011660,O005701,P0081,2
OI0011661,O005702,P0082,2
OI0011662,O005702,P0025,1
OI0011663,O005702,P0054,1
OI0011664,O005703,P0236,1
OI0011665,O005703,P0155,1
OI0011666,O005703,P0126,1
OI0011667,O005704,P0064,1
OI0011668,O005704,P0037,2
OI0011669,O005704,P0042,1
OI0011670,O005705,P0056,1
OI0011671,O005706,P0151,1
OI0011672,O005706,P0153,1
OI0011673,O005707,P0122,2
OI0011674,O005708,P0102,1
OI0011675,O005708,P0075,1
OI0011676,O005708,P0191,3
OI0011677,O005708,P0080,1
OI0011678,O005709,P0165,1
OI0011679,O005710,P0053,2
OI0011680,O005711,P0125,1
OI0011681,O005711,P0271,1
OI0011682,O005712,P0015,2
OI0011683,O005712,P0087,2
OI0011684,O005712,P0026,1
OI0011685,O005713,P0132,1
OI0011686,O005714,P0192,1
OI0011687,O005715,P0023,1
OI0011688,O005715,P0249,3
OI0011689,O005716,P0008,2
OI0011690,O005717,P0091,1
OI0011691,O005718,P0282,1
OI0011692,O005718,P0087,1
OI0011693,O005719,P0048,1
OI0011694,O005719,P0281,1
OI0011695,O005719,P0051,1
OI0011696,O005720,P0113,1
OI0011697,O005721,P0236,1
OI0011698,O005722,P0259,1
OI0011699,O005722,P0006,1
OI0011700,O005723,P0208,1
OI0011701,O005724,P0022,2
OI0011702,O005724,P0290,1
OI0011703,O005725,P0225,1
OI0011704,O005725,P0029,1
OI0011705,O005726,P0153,2
OI0011706,O005726,P0051,1
OI0011707,O005726,P0113,1
OI0011708,O005726,P0198,1
OI0011709,O005727,P0160,1
OI0011710,O005728,P0231,1
OI0011711,O005729,P0214,1
OI0011712,O005729,P0038,1
OI0011713,O005730,P0157,1
OI0011714,O005730,P0239,3
OI0011715,O005731,P0270,2
OI0011716,O005731,P0176,1
OI0011717,O005732,P0294,1
OI0011718,O005733,P0285,1
OI0011719,O005734,P0027,1
OI0011720,O005734,P0113,1
OI0011721,O005735,P0218,1
OI0011722,O005735,P0236,1
OI0011723,O005736,P0209,1
OI0011724,O005736,P0078,1
OI0011725,O005737,P0017,1
OI0011726,O005738,P0065,2
OI0011727,O005739,P0031,1
OI0011728,O005740,P0231,1
OI0011729,O005740,P0054,1
OI0011730,O005740,P0204,1
OI0011731,O005741,P0212,3
OI0011732,O005741,P0083,1
OI0011733,O005742,P0036,3
OI0011734,O005742,P0201,1
OI0011735,O005742,P0191,1
OI0011736,O005743,P0207,1
OI0011737,O005743,P0204,1
OI0011738,O005744,P0123,1
OI0011739,O005744,P0240,1
OI0011740,O005745,P0118,1
OI0011741,O005745,P0285,1
OI0011742,O005745,P0116,1
OI0011743,O005746,P0044,1
OI0011744,O005746,P0100,1
OI0011745,O005746,P0107,1
OI0011746,O005747,P0144,1
OI0011747,O005747,P0195,1
OI0011748,O005748,P0043,1
OI0011749,O005748,P0094,1
OI0011750,O005748,P0129,1
OI0011751,O005748,P0208,1
OI0011752,O005749,P0085,1
OI0011753,O005750,P0286,3
OI0011754,O005750,P0098,1
OI0011755,O005751,P0230,2
OI0011756,O005752,P0097,1
OI0011757,O005753,P0090,1
OI0011758,O005753,P0055,1
OI0011759,O005753,P0126,1
OI0011760,O005754,P0043,3
OI0011761,O005754,P0246,1
OI0011762,O005755,P0152,1
OI0011763,O005755,P0270,2
OI0011764,O005755,P0018,1
OI0011765,O005756,P0251,3
OI0011766,O005757,P0268,1
OI0011767,O005757,P0099,1
OI0011768,O005757,P0040,1
OI0011769,O005758,P0059,1
OI0011770,O005758,P0007,2
OI0011771,O005759,P0134,1
OI0011772,O005759,P0171,1
OI0011773,O005759,P0248,1
OI0011774,O005760,P0186,1
OI0011775,O005760,P0256,3
OI0011776,O005760,P0192,1
OI0011777,O005761,P0198,1
OI0011778,O005761,P0070,1
OI0011779,O005762,P0273,1
OI0011780,O005762,P0127,1
OI0011781,O005763,P0261,2
OI0011782,O005764,P0098,1
OI0011783,O005764,P0276,2
OI0011784,O005765,P0300,3
OI0011785,O005765,P0113,1
OI0011786,O005765,P0233,2
OI0011787,O005766,P0029,1
OI0011788,O005767,P0298,1
OI0011789,O005767,P0078,1
OI0011790,O005767,P0266,1
OI0011791,O005767,P0056,1
OI0011792,O005768,P0012,2
OI0011793,O005768,P0116,1
OI0011794,O005768,P0006,1
OI0011795,O005768,P0144,2
OI0011796,O005769,P0280,1
OI0011797,O005769,P0292,1
OI0011798,O005770,P0264,1
OI0011799,O005771,P0004,2
OI0011800,O005771,P0083,1
OI0011801,O005772,P0060,1
OI0011802,O005773,P0108,1
OI0011803,O005774,P0052,2
OI0011804,O005774,P0110,3
OI0011805,O005774,P0198,1
OI0011806,O005775,P0118,3
OI0011807,O005775,P0019,1
OI0011808,O005776,P0041,1
OI0011809,O005777,P0257,2
OI0011810,O005777,P0102,2
OI0011811,O005777,P0099,1
OI0011812,O005778,P0055,1
OI0011813,O005779,P0025,1
OI0011814,O005780,P0091,1
OI0011815,O005780,P0049,3
OI0011816,O005780,P0257,1
OI0011817,O005781,P0022,1
OI0011818,O005781,P0043,1
OI0011819,O005781,P0017,1
OI0011820,O005782,P0242,1
OI0011821,O005782,P0266,1
OI0011822,O005782,P0107,3
OI0011823,O005783,P0227,2
OI0011824,O005784,P0131,2
OI0011825,O005784,P0207,1
OI0011826,O005784,P0091,1
OI0011827,O005784,P0249,1
OI0011828,O005785,P0011,1
OI0011829,O005785,P0284,3
OI0011830,O005785,P0208,1
OI0011831,O005786,P0285,1
OI0011832,O005786,P0162,1
OI0011833,O005787,P0067,1
OI0011834,O005788,P0130,1
OI0011835,O005789,P0104,2
OI0011836,O005789,P0014,1
OI0011837,O005790,P0297,1
OI0011838,O005791,P0290,1
OI0011839,O005791,P0116,3
OI0011840,O005791,P0035,2
OI0011841,O005792,P0051,1
OI0011842,O005792,P0238,1
OI0011843,O005792,P0098,1
OI0011844,O005792,P0286,1
OI0011845,O005793,P0275,1
OI0011846,O005793,P0165,1
OI0011847,O005794,P0288,1
OI0011848,O005794,P0292,1
OI0011849,O005795,P0110,1
OI0011850,O005795,P0293,1
OI0011851,O005795,P0010,2
OI0011852,O005796,P0288,3
OI0011853,O005796,P0083,1
OI0011854,O005797,P0250,1
OI0011855,O005798,P0142,1
OI0011856,O005799,P0092,2
OI0011857,O005799,P0178,1
OI0011858,O005799,P0130,1
OI0011859,O005799,P0263,1
OI0011860,O005800,P0237,1
OI0011861,O005800,P0156,1
OI0011862,O005801,P0095,1
OI0011863,O005801,P0267,1
OI0011864,O005802,P0275,3
OI0011865,O005803,P0010,1
OI0011866,O005803,P0230,1
OI0011867,O005804,P0299,1
OI0011868,O005805,P0280,1
OI0011869,O005806,P0292,1
OI0011870,O005807,P0068,2
OI0011871,O005807,P0251,1
OI0011872,O005808,P0135,2
OI0011873,O005808,P0073,2
OI0011874,O005808,P0072,2
OI0011875,O005808,P0031,1
OI0011876,O005809,P0065,3
OI0011877,O005809,P0194,2
OI0011878,O005810,P0104,1
OI0011879,O005811,P0006,2
OI0011880,O005812,P0194,1
OI0011881,O005812,P0226,1
OI0011882,O005813,P0120,1
OI0011883,O005814,P0001,1
OI0011884,O005815,P0300,1
OI0011885,O005816,P0267,3
OI0011886,O005816,P0164,1
OI0011887,O005817,P0159,3
OI0011888,O005817,P0192,2
OI0011889,O005817,P0263,2
OI0011890,O005818,P0097,1
OI0011891,O005818,P0248,1
OI0011892,O005819,P0098,2
OI0011893,O005819,P0297,1
OI0011894,O005820,P0299,1
OI0011895,O005821,P0224,1
OI0011896,O005822,P0205,1
OI0011897,O005822,P0075,1
OI0011898,O005822,P0194,1
OI0011899,O005823,P0018,2
OI0011900,O005823,P0137,1
OI0011901,O005824,P0062,2
OI0011902,O005824,P0017,1
OI0011903,O005824,P0085,1
OI0011904,O005825,P0264,1
OI0011905,O005825,P0009,2
OI0011906,O005826,P0226,1
OI0011907,O005826,P0182,1
OI0011908,O005826,P0180,1
OI0011909,O005827,P0070,1
OI0011910,O005827,P0204,1
OI0011911,O005827,P0279,1
OI0011912,O005827,P0062,1
OI0011913,O005828,P0059,1
OI0011914,O005829,P0212,1
OI0011915,O005829,P0048,1
OI0011916,O005829,P0231,2
OI0011917,O005830,P0254,1
OI0011918,O005831,P0004,1
OI0011919,O005831,P0195,1
OI0011920,O005831,P0227,1
OI0011921,O005831,P0201,2
OI0011922,O005832,P0097,1
OI0011923,O005832,P0080,1
OI0011924,O005832,P0119,1
OI0011925,O005833,P0262,1
OI0011926,O005833,P0267,1
OI0011927,O005834,P0112,1
OI0011928,O005834,P0280,3
OI0011929,O005834,P0275,1
OI0011930,O005834,P0270,1
OI0011931,O005835,P0139,2
OI0011932,O005835,P0010,2
OI0011933,O005836,P0118,2
OI0011934,O005837,P0276,2
OI0011935,O005838,P0204,1
OI0011936,O005838,P0002,1
OI0011937,O005838,P0288,3
OI0011938,O005839,P0282,1
OI0011939,O005839,P0195,1
OI0011940,O005840,P0206,1
OI0011941,O005841,P0117,1
OI0011942,O005841,P0044,1
OI0011943,O005841,P0184,1
OI0011944,O005842,P0030,1
OI0011945,O005843,P0210,1
OI0011946,O005843,P0141,2
OI0011947,O005844,P0183,2
OI0011948,O005844,P0178,1
OI0011949,O005845,P0138,1
OI0011950,O005845,P0044,1
OI0011951,O005846,P0155,1
OI0011952,O005846,P0166,1
OI0011953,O005847,P0161,1
OI0011954,O005847,P0107,2
OI0011955,O005847,P0143,1
OI0011956,O005848,P0226,2
OI0011957,O005849,P0180,1
OI0011958,O005850,P0111,1
OI0011959,O005850,P0265,1
OI0011960,O005851,P0178,1
OI0011961,O005851,P0032,1
OI0011962,O005852,P0289,1
OI0011963,O005852,P0013,1
OI0011964,O005853,P0282,1
OI0011965,O005853,P0203,1
OI0011966,O005853,P0012,1
OI0011967,O005854,P0041,2
OI0011968,O005854,P0194,1
OI0011969,O005855,P0273,1
OI0011970,O005856,P0072,1
OI0011971,O005857,P0041,2
OI0011972,O005857,P0252,2
OI0011973,O005858,P0104,1
OI0011974,O005858,P0212,1
OI0011975,O005858,P0040,1
OI0011976,O005859,P0180,1
OI0011977,O005860,P0185,1
OI0011978,O005861,P0063,1
OI0011979,O005861,P0228,1
OI0011980,O005862,P0237,1
OI0011981,O005862,P0027,1
OI0011982,O005862,P0085,1
OI0011983,O005863,P0264,1
OI0011984,O005864,P0088,1
OI0011985,O005865,P0161,1
OI0011986,O005866,P0064,1
OI0011987,O005866,P0153,2
OI0011988,O005866,P0068,1
OI0011989,O005867,P0154,1
OI0011990,O005867,P0226,1
OI0011991,O005868,P0256,1
OI0011992,O005868,P0148,1
OI0011993,O005868,P0083,1
OI0011994,O005868,P0057,1
OI0011995,O005869,P0231,1
OI0011996,O005869,P0263,1
OI0011997,O005869,P0153,3
OI0011998,O005870,P0163,1
OI0011999,O005870,P0053,2
OI0012000,O005871,P0065,1
OI0012001,O005871,P0097,1
OI0012002,O005871,P0273,3
OI0012003,O005871,P0025,1
OI0012004,O005872,P0139,2
OI0012005,O005873,P0191,1
OI0012006,O005873,P0039,1
OI0012007,O005873,P0102,1
OI0012008,O005874,P0296,1
OI0012009,O005874,P0170,1
OI0012010,O005874,P0023,1
OI0012011,O005874,P0016,1
OI0012012,O005875,P0090,1
OI0012013,O005875,P0005,1
OI0012014,O005875,P0293,2
OI0012015,O005876,P0150,2
OI0012016,O005876,P0119,1
OI0012017,O005877,P0201,1
OI0012018,O005877,P0130,1
OI0012019,O005877,P0110,1
OI0012020,O005878,P0042,1
OI0012021,O005878,P0156,1
OI0012022,O005879,P0147,3
OI0012023,O005879,P0284,1
OI0012024,O005880,P0150,2
OI0012025,O005881,P0042,1
OI0012026,O005881,P0053,1
OI0012027,O005882,P0187,1
OI0012028,O005883,P0086,1
OI0012029,O005883,P0085,1
OI0012030,O005883,P0023,1
OI0012031,O005883,P0243,1
OI0012032,O005884,P0079,1
OI0012033,O005884,P0235,1
OI0012034,O005885,P0133,3
OI0012035,O005885,P0290,1
OI0012036,O005886,P0121,1
OI0012037,O005886,P0018,1
OI0012038,O005887,P0045,1
OI0012039,O005888,P0085,1
OI0012040,O005888,P0123,1
OI0012041,O005889,P0108,1
OI0012042,O005889,P0282,3
OI0012043,O005889,P0005,1
OI0012044,O005890,P0270,1
OI0012045,O005890,P0199,1
OI0012046,O005891,P0285,2
OI0012047,O005891,P0077,1
OI0012048,O005891,P0052,1
OI0012049,O005891,P0229,2
OI0012050,O005892,P0093,1
OI0012051,O005892,P0071,3
OI0012052,O005892,P0029,2
OI0012053,O005893,P0294,1
OI0012054,O005893,P0176,2
OI0012055,O005894,P0051,1
OI0012056,O005894,P0109,1
OI0012057,O005894,P0163,1
OI0012058,O005895,P0268,1
OI0012059,O005896,P0237,1
OI0012060,O005897,P0080,1
OI0012061,O005898,P0227,1
OI0012062,O005898,P0099,1
OI0012063,O005899,P0030,1
OI0012064,O005899,P0263,2
OI0012065,O005900,P0106,1
OI0012066,O005900,P0163,1
OI0012067,O005901,P0271,1
OI0012068,O005901,P0226,1
OI0012069,O005902,P0274,2
OI0012070,O005903,P0015,1
OI0012071,O005904,P0108,1
OI0012072,O005904,P0134,2
OI0012073,O005905,P0192,2
OI0012074,O005905,P0170,1
OI0012075,O005906,P0111,2
OI0012076,O005906,P0105,1
OI0012077,O005906,P0218,1
OI0012078,O005906,P0266,2
OI0012079,O005907,P0179,1
OI0012080,O005907,P0059,1
OI0012081,O005908,P0297,1
OI0012082,O005909,P0275,1
OI0012083,O005909,P0294,1
OI0012084,O005909,P0226,1
OI0012085,O005910,P0094,1
OI0012086,O005910,P0075,1
OI0012087,O005911,P0007,1
OI0012088,O005911,P0082,2
OI0012089,O005912,P0158,1
OI0012090,O005913,P0244,1
OI0012091,O005913,P0133,1
OI0012092,O005913,P0281,2
OI0012093,O005913,P0007,2
OI0012094,O005914,P0124,1
OI0012095,O005915,P0230,2
OI0012096,O005916,P0222,1
OI0012097,O005916,P0157,1
OI0012098,O005916,P0269,1
OI0012099,O005916,P0033,1
OI0012100,O005917,P0052,1
OI0012101,O005917,P0232,1
OI0012102,O005917,P0248,1
OI0012103,O005917,P0064,1
OI0012104,O005918,P0291,1
OI0012105,O005919,P0045,1
OI0012106,O005920,P0244,2
OI0012107,O005920,P0218,3
OI0012108,O005921,P0008,1
OI0012109,O005921,P0212,1
OI0012110,O005922,P0228,1
OI0012111,O005923,P0214,1
OI0012112,O005923,P0069,1
OI0012113,O005923,P0185,1
OI0012114,O005923,P0053,1
OI0012115,O005924,P0079,1
OI0012116,O005924,P0111,1
OI0012117,O005924,P0165,1
OI0012118,O005925,P0234,1
OI0012119,O005925,P0110,1
OI0012120,O005925,P0098,1
OI0012121,O005925,P0019,1
OI0012122,O005926,P0040,3
OI0012123,O005927,P0142,1
OI0012124,O005927,P0205,1
OI0012125,O005928,P0092,2
OI0012126,O005929,P0001,1
OI0012127,O005929,P0236,1
OI0012128,O005930,P0219,1
OI0012129,O005930,P0058,2
OI0012130,O005930,P0074,1
OI0012131,O005931,P0151,1
OI0012132,O005931,P0130,2
OI0012133,O005932,P0257,3
OI0012134,O005932,P0141,1
OI0012135,O005933,P0120,2
OI0012136,O005933,P0165,1
OI0012137,O005933,P0220,3
OI0012138,O005933,P0075,1
OI0012139,O005934,P0291,1
OI0012140,O005935,P0100,1
OI0012141,O005936,P0126,1
OI0012142,O005936,P0146,2
OI0012143,O005937,P0105,1
OI0012144,O005937,P0119,1
OI0012145,O005938,P0285,1
OI0012146,O005938,P0188,1
OI0012147,O005939,P0262,2
OI0012148,O005940,P0071,2
OI0012149,O005940,P0016,2
OI0012150,O005940,P0180,1
OI0012151,O005941,P0263,1
OI0012152,O005941,P0196,2
OI0012153,O005942,P0252,1
OI0012154,O005942,P0274,1
OI0012155,O005943,P0030,1
OI0012156,O005944,P0063,1
OI0012157,O005944,P0108,1
OI0012158,O005945,P0112,1
OI0012159,O005946,P0124,1
OI0012160,O005946,P0250,1
OI0012161,O005946,P0151,2
OI0012162,O005947,P0141,1
OI0012163,O005947,P0134,1
OI0012164,O005947,P0145,2
OI0012165,O005947,P0199,1
OI0012166,O005948,P0288,1
OI0012167,O005948,P0145,1
OI0012168,O005949,P0103,3
OI0012169,O005949,P0074,1
OI0012170,O005949,P0019,1
OI0012171,O005950,P0204,1
OI0012172,O005950,P0251,2
OI0012173,O005950,P0178,1
OI0012174,O005951,P0152,3
OI0012175,O005951,P0081,1
OI0012176,O005952,P0132,1
OI0012177,O005952,P0183,1
OI0012178,O005952,P0182,1
OI0012179,O005953,P0187,3
OI0012180,O005954,P0149,2
OI0012181,O005954,P0071,1
OI0012182,O005955,P0025,2
OI0012183,O005955,P0056,1
OI0012184,O005956,P0042,1
OI0012185,O005957,P0061,1
OI0012186,O005958,P0043,1
OI0012187,O005959,P0025,2
OI0012188,O005960,P0231,1
OI0012189,O005960,P0152,1
OI0012190,O005960,P0277,1
OI0012191,O005961,P0112,1
OI0012192,O005961,P0220,1
OI0012193,O005961,P0222,1
OI0012194,O005962,P0002,1
OI0012195,O005962,P0256,1
OI0012196,O005962,P0216,1
OI0012197,O005963,P0029,1
OI0012198,O005964,P0103,1
OI0012199,O005964,P0272,1
OI0012200,O005964,P0144,1
OI0012201,O005965,P0214,1
OI0012202,O005965,P0039,1
OI0012203,O005965,P0155,2
OI0012204,O005966,P0166,1
OI0012205,O005966,P0100,3
OI0012206,O005967,P0069,1
OI0012207,O005967,P0044,1
OI0012208,O005968,P0220,1
OI0012209,O005968,P0161,1
OI0012210,O005969,P0238,1
OI0012211,O005969,P0031,1
OI0012212,O005970,P0070,1
OI0012213,O005970,P0053,1
OI0012214,O005971,P0151,1
OI0012215,O005972,P0008,3
OI0012216,O005973,P0178,1
OI0012217,O005973,P0169,1
OI0012218,O005974,P0121,1
OI0012219,O005974,P0190,2
OI0012220,O005974,P0061,1
OI0012221,O005974,P0189,3
OI0012222,O005975,P0277,1
OI0012223,O005975,P0124,1
OI0012224,O005976,P0155,1
OI0012225,O005977,P0125,3
OI0012226,O005977,P0258,2
OI0012227,O005978,P0176,1
OI0012228,O005978,P0300,1
OI0012229,O005979,P0142,1
OI0012230,O005979,P0279,2
OI0012231,O005979,P0181,1
OI0012232,O005980,P0242,1
OI0012233,O005980,P0146,2
OI0012234,O005981,P0043,2
OI0012235,O005981,P0191,1
OI0012236,O005981,P0291,1
OI0012237,O005981,P0106,2
OI0012238,O005982,P0118,1
